id_FallAssessment,id_block_plot_sp_h2o,block,plot,tree,location,sp,h2o,bd_mm,ba_mm2,ba_cm2,ba_m2,ba_m2_m2,ba_m2_ha,ht_cm,status6_live_dead,lbio,agbio,wbio
620QURU,620QURUL,6,20,B6,C,QURU,L,30.28,720.12,7.20,0.00072011629536,0.00018002907384,1.8003,232,alive,163.43,594.34,430.907461570904
620QURU,620QURUL,6,20,C2,C,QURU,L,20.84,341.10,3.41,0.00034110361824,8.527590456E-05,0.8528,136,alive,79.93,238.84,158.913488809479
620QURU,620QURUL,6,20,C3,C,QURU,L,23.39,429.69,4.30,0.00042968613534,0.000107421533835,1.0742,211,alive,99.70,316.55,216.850966421727
620QURU,620QURUL,6,20,C4,C,QURU,L,17.56,242.18,2.42,0.00024218091744,6.054522936E-05,0.6055,70,alive,57.59,157.27,99.6795799742094
620QURU,620QURUL,6,20,C5,C,QURU,L,12.61,124.89,1.25,0.00012488810334,3.1222025835E-05,0.3122,172,alive,30.55,70.10,39.5522899336718
620QURU,620QURUL,6,20,C6,C,QURU,L,26.25,541.19,5.41,0.0005411896875,0.000135297421875,1.3530,288,alive,124.34,419.45,295.119870119943
620QURU,620QURUL,6,20,D2,C,QURU,L,23.62,438.18,4.38,0.00043817811576,0.00010954452894,1.0954,209,alive,101.58,324.20,222.614804713621
620QURU,620QURUL,6,20,D3,C,QURU,L,23.08,418.37,4.18,0.00041837189856,0.00010459297464,1.0459,189,alive,97.18,306.41,209.225700032748
620QURU,620QURUL,6,20,D4,C,QURU,L,15.83,196.81,1.97,0.00019681252206,4.9203130515E-05,0.4920,174,alive,47.21,122.10,74.8869276227546
620QURU,620QURUL,6,20,D5,C,QURU,L,27.11,577.23,5.77,0.00057723137934,0.000144307844835,1.4431,221,alive,132.25,453.78,321.531542846924
620QURU,620QURUL,6,20,D6,C,QURU,L,29.35,676.56,6.77,0.0006765612315,0.000169140307875,1.6914,252,alive,153.96,550.78,396.820902443023
620QURU,620QURUL,6,20,E2,C,QURU,L,28.03,617.07,6.17,0.00061707377886,0.000154268444715,1.5427,223,alive,140.98,492.28,351.304984764905
620QURU,620QURUL,6,20,E3,C,QURU,L,21.55,364.74,3.65,0.0003647417235,9.1185430875E-05,0.9119,237,alive,85.22,259.19,173.963906586235
620QURU,620QURUL,6,20,E4,C,QURU,L,14.71,169.95,1.70,0.00016994807214,4.2487018035E-05,0.4249,94,alive,41.03,102.08,61.0578942072568
620QURU,620QURUL,6,20,E5,C,QURU,L,28.44,635.26,6.35,0.00063525790944,0.00015881447736,1.5881,255,alive,144.95,510.04,365.086579191116
620QURU,620QURUL,6,20,E6,C,QURU,L,24.68,478.39,4.78,0.00047838902496,0.00011959725624,1.1960,234,alive,110.49,360.85,250.364087333691
620QURU,620QURUL,6,20,F2,C,QURU,L,29.9,702.16,7.02,0.000702155454,0.0001755388635,1.7554,236,alive,159.53,576.31,416.775756422332
620QURU,620QURUL,6,20,F3,C,QURU,L,28.96,658.70,6.59,0.00065870052864,0.00016467513216,1.6468,282,alive,150.07,533.09,383.025911597089
620QURU,620QURUL,6,20,F4,C,QURU,L,24.9,486.96,4.87,0.000486955854,0.0001217389635,1.2174,216,alive,112.38,368.75,256.37025674664
620QURU,620QURUL,6,20,F5,C,QURU,L,16.35,209.96,2.10,0.0002099550915,5.2488772875E-05,0.5249,192,alive,50.23,132.12,81.8927077262074
620QURU,620QURUL,6,20,F6,C,QURU,L,29.93,703.57,7.04,0.00070356516846,0.000175891292115,1.7589,226,alive,159.84,577.72,417.88114062203
623PIGL,623PIGLL,6,23,B2,C,PIGL,L,24.84,484.61,4.85,0.00048461190624,0.00012115297656,1.2115,111,alive,180.70,334.79,154.091189867268
623PIGL,623PIGLL,6,23,B3,C,PIGL,L,25.2,498.76,4.99,0.000498760416,0.000124690104,1.2469,143,alive,186.53,346.42,159.893070354875
623PIGL,623PIGLL,6,23,B4,C,PIGL,L,27.13,578.08,5.78,0.00057808338126,0.000144520845315,1.4452,107,alive,219.51,412.73,193.222117910411
623PIGL,623PIGLL,6,23,B5,C,PIGL,L,26.5,551.55,5.52,0.00055154715,0.0001378867875,1.3789,127,alive,208.42,390.35,181.926021619012
623PIGL,623PIGLL,6,23,B6,C,PIGL,L,26.15,537.07,5.37,0.0005370741915,0.000134268547875,1.3427,123,alive,202.39,378.22,175.825972084938
623PIGL,623PIGLL,6,23,C2,C,PIGL,L,22.2,387.08,3.87,0.000387076536,9.6769134E-05,0.9677,102,alive,141.02,256.42,115.399443836818
623PIGL,623PIGLL,6,23,C3,C,PIGL,L,33.23,867.26,8.67,0.00086726451966,0.000216816129915,2.1682,140,alive,343.39,667.91,324.515026209131
623PIGL,623PIGLL,6,23,C4,C,PIGL,L,26.22,539.95,5.40,0.00053995338936,0.00013498834734,1.3499,117,alive,203.59,380.63,177.036007622424
623PIGL,623PIGLL,6,23,C5,C,PIGL,L,20.77,338.82,3.39,0.00033881598366,8.4703995915E-05,0.8470,131,alive,121.75,218.94,97.184789494719
623PIGL,623PIGLL,6,23,C6,C,PIGL,L,20.55,331.68,3.32,0.0003316763835,8.2919095875E-05,0.8292,124,alive,118.93,213.47,94.5480549085375
623PIGL,623PIGLL,6,23,D2,C,PIGL,L,23.9,448.63,4.49,0.000448628334,0.0001121570835,1.1216,120,alive,165.95,305.50,139.543789299317
623PIGL,623PIGLL,6,23,D3,C,PIGL,L,26.14,536.66,5.37,0.00053666350584,0.00013416587646,1.3417,130,alive,202.22,377.88,175.653516047286
623PIGL,623PIGLL,6,23,D4,C,PIGL,L,23.91,449.00,4.49,0.00044900383374,0.000112250958435,1.1225,89,alive,166.11,305.80,139.694008288374
623PIGL,623PIGLL,6,23,D5,C,PIGL,L,24.54,472.98,4.73,0.00047297699064,0.00011824424766,1.1824,117,alive,175.92,325.27,149.354250638498
623PIGL,623PIGLL,6,23,D6,C,PIGL,L,25.46,509.11,5.09,0.00050910539064,0.00012727634766,1.2728,95,alive,190.80,354.96,164.163566741166
623PIGL,623PIGLL,6,23,E2,C,PIGL,L,23.49,433.37,4.33,0.00043336809054,0.000108342022635,1.0834,103,alive,159.74,293.21,133.468090927837
623PIGL,623PIGLL,6,23,E3,C,PIGL,L,18.74,275.82,2.76,0.00027582274104,6.895568526E-05,0.6896,93,alive,97.03,171.52,74.4828382527464
623PIGL,623PIGLL,6,23,E4,C,PIGL,L,16.92,224.85,2.25,0.00022484933856,5.621233464E-05,0.5621,80,alive,77.45,134.59,57.1351680632549
623PIGL,623PIGLL,6,23,E5,C,PIGL,L,23.81,445.26,4.45,0.00044525590494,0.000111313976235,1.1131,92,alive,164.58,302.77,138.196180917543
623PIGL,623PIGLL,6,23,E6,C,PIGL,L,24.29,463.39,4.63,0.00046338922014,0.000115847305035,1.1585,84,alive,171.99,317.46,145.474409320161
623PIGL,623PIGLL,6,23,F2,C,PIGL,L,14.27,159.93,1.60,0.00015993327966,3.9983319915E-05,0.3998,70,alive,53.19,89.83,36.6436977847192
623PIGL,623PIGLL,6,23,F3,C,PIGL,L,19.99,313.85,3.14,0.00031384591854,7.8461479635E-05,0.7846,73,alive,111.89,199.92,88.0319641701216
623PIGL,623PIGLL,6,23,F4,C,PIGL,L,19.32,293.16,2.93,0.00029316028896,7.329007224E-05,0.7329,83,alive,103.79,184.39,80.6004426979294
623PIGL,623PIGLL,6,23,F5,C,PIGL,L,25.68,517.94,5.18,0.00051794176896,0.00012948544224,1.2949,112,alive,194.46,362.29,167.82992821123
623PIGL,623PIGLL,6,23,F6,C,PIGL,L,26.05,532.97,5.33,0.0005329744035,0.000133243600875,1.3324,87,alive,200.69,374.80,174.105976275679
79BEPA,79BEPAH,7,9,B2,C,BEPA,H,20.54,331.35,3.31,0.00033135366264,8.283841566E-05,0.8284,225,alive,61.89,200.48,138.591563543712
79BEPA,79BEPAH,7,9,B3,C,BEPA,H,34.81,951.70,9.52,0.00095169753294,0.000237924383235,2.3792,451,alive,182.81,683.38,500.576120408929
79BEPA,79BEPAH,7,9,B4,C,BEPA,H,28.57,641.08,6.41,0.00064107874446,0.000160269686115,1.6027,379,alive,121.85,431.74,309.882876956961
79BEPA,79BEPAH,7,9,B5,C,BEPA,H,33.55,884.05,8.84,0.0008840482035,0.000221012050875,2.2101,413,alive,169.48,627.25,457.772564951331
79BEPA,79BEPAH,7,9,B6,C,BEPA,H,31.55,781.79,7.82,0.0007817891235,0.000195447280875,1.9545,365,alive,149.39,543.74,394.350240877685
79BEPA,79BEPAH,7,9,C2,C,BEPA,H,34.66,943.51,9.44,0.00094351327224,0.00023587831806,2.3588,435,alive,181.19,676.56,495.36365058659
79BEPA,79BEPAH,7,9,C3,C,BEPA,H,38.8,1182.37,11.82,0.001182372576,0.000295593144,2.9559,392,alive,228.43,879.47,651.040742333209
79BEPA,79BEPAH,7,9,C4,C,BEPA,H,28.32,629.91,6.30,0.00062990839296,0.00015747709824,1.5748,408,alive,119.67,423.00,303.330470101063
79BEPA,79BEPAH,7,9,C5,C,BEPA,H,25.24,500.35,5.00,0.00050034503904,0.00012508625976,1.2509,358,alive,94.48,323.67,229.190596907759
79BEPA,79BEPAH,7,9,C6,C,BEPA,H,36.95,1072.31,10.72,0.0010723085835,0.000268077145875,2.6808,410,alive,206.63,785.05,578.422174532042
79BEPA,79BEPAH,7,9,D2,C,BEPA,H,30.84,747.00,7.47,0.00074699833824,0.00018674958456,1.8675,413,alive,142.56,515.71,373.148298841369
79BEPA,79BEPAH,7,9,D3,C,BEPA,H,23.41,430.42,4.30,0.00043042126974,0.000107605317435,1.0761,317,alive,80.95,271.71,190.763499973448
79BEPA,79BEPAH,7,9,D4,C,BEPA,H,35.85,1009.41,10.09,0.0010094137515,0.000252353437875,2.5235,506,alive,194.20,731.79,537.59161500529
79BEPA,79BEPAH,7,9,D5,C,BEPA,H,22.56,399.73,4.00,0.00039973215744,9.993303936E-05,0.9993,376,alive,75.03,249.33,174.297575852524
79BEPA,79BEPAH,7,9,D6,C,BEPA,H,33.1,860.49,8.60,0.000860492094,0.0002151230235,2.1512,459,alive,164.84,607.87,443.02223596964
79BEPA,79BEPAH,7,9,E2,C,BEPA,H,31.6,784.27,7.84,0.000784269024,0.000196067256,1.9607,449,alive,149.87,545.74,395.869060516651
79BEPA,79BEPAH,7,9,E3,C,BEPA,H,32.16,812.31,8.12,0.00081231220224,0.00020307805056,2.0308,478,alive,155.38,568.49,413.11235614417
79BEPA,79BEPAH,7,9,E4,C,BEPA,H,23.66,439.66,4.40,0.00043966346424,0.00010991586606,1.0992,389,alive,82.74,278.51,195.771873100009
79BEPA,79BEPAH,7,9,E5,C,BEPA,H,30.07,710.16,7.10,0.00071016252846,0.000177540632115,1.7754,437,alive,135.35,486.27,350.921198500624
79BEPA,79BEPAH,7,9,E6,C,BEPA,H,28.05,617.95,6.18,0.0006179546835,0.000154488670875,1.5449,349,alive,117.34,413.69,296.345230572947
79BEPA,79BEPAH,7,9,F2,C,BEPA,H,43.99,1519.84,15.20,0.00151984332654,0.000379960831635,3.7996,453,alive,295.59,1177.52,881.926777349374
79BEPA,79BEPAH,7,9,F3,C,BEPA,H,33.98,906.85,9.07,0.00090685457016,0.00022671364254,2.2671,417,alive,173.97,646.10,472.130385537389
79BEPA,79BEPAH,7,9,F4,C,BEPA,H,30.02,707.80,7.08,0.00070780279416,0.00017695069854,1.7695,384,alive,134.89,484.40,349.505280242809
79BEPA,79BEPAH,7,9,F5,C,BEPA,H,53.14,2217.86,22.18,0.00221785932984,0.00055446483246,5.5446,572,alive,435.71,1827.05,1391.34361780883
79BEPA,79BEPAH,7,9,F6,C,BEPA,H,28.84,653.25,6.53,0.00065325299424,0.00016331324856,1.6331,377,alive,124.23,441.28,317.051168311516
710PIST,710PISTH,7,10,B2,C,PIST,H,31.16,762.58,7.63,0.00076258067424,0.00019064516856,1.9065,186,alive,164.57,312.72,148.14921517919
710PIST,710PISTH,7,10,B3,C,PIST,H,48.66,1859.67,18.60,0.00185966666424,0.00046491666606,4.6492,273,alive,457.97,963.07,505.103961421164
710PIST,710PISTH,7,10,B4,C,PIST,H,49.85,1951.74,19.52,0.0019517366715,0.000487934167875,4.8793,327,alive,484.09,1023.62,539.527066120921
710PIST,710PISTH,7,10,B5,C,PIST,H,34.1,913.27,9.13,0.000913270974,0.0002283177435,2.2832,219,alive,202.42,392.62,190.194329032898
710PIST,710PISTH,7,10,B6,C,PIST,H,36.72,1059.00,10.59,0.00105900068736,0.00026475017184,2.6475,209,alive,239.93,473.26,233.332234040962
710PIST,710PISTH,7,10,C2,C,PIST,H,33.73,893.56,8.94,0.00089355971166,0.000223389927915,2.2339,196,alive,197.42,381.96,184.540204630665
710PIST,710PISTH,7,10,C3,C,PIST,H,27.52,594.82,5.95,0.00059482300416,0.00014870575104,1.4871,148,alive,123.73,228.56,104.835122681459
710PIST,710PISTH,7,10,C4,C,PIST,H,33.62,887.74,8.88,0.00088774107576,0.00022193526894,2.2194,115,alive,195.94,378.82,182.879727949519
710PIST,710PISTH,7,10,C5,C,PIST,H,47.33,1759.40,17.59,0.00175939723806,0.000439849309515,4.3985,254,alive,429.73,898.02,468.286072744676
710PIST,710PISTH,7,10,C6,C,PIST,H,30.59,734.94,7.35,0.00073493655774,0.000183734139435,1.8373,181,alive,157.74,298.48,140.744298451799
710PIST,710PISTH,7,10,D2,C,PIST,H,49.38,1915.11,19.15,0.00191510710776,0.00047877677694,4.7878,312,alive,473.68,999.44,525.762748291242
710PIST,710PISTH,7,10,D3,C,PIST,H,49.2,1901.17,19.01,0.001901170656,0.000475292664,4.7529,266,alive,469.72,990.27,520.549752621931
710PIST,710PISTH,7,10,D4,C,PIST,H,36.22,1030.36,10.30,0.00103035714936,0.00025758928734,2.5759,250,alive,232.49,457.17,224.673562522813
710PIST,710PISTH,7,10,D5,C,PIST,H,21.65,368.13,3.68,0.0003681346515,9.2033662875E-05,0.9203,204,alive,71.32,124.76,53.4363337173107
710PIST,710PISTH,7,10,D6,C,PIST,H,50.02,1965.07,19.65,0.00196507111416,0.00049126777854,4.9127,247,alive,487.89,1032.45,544.560194731403
710PIST,710PISTH,7,10,E2,C,PIST,H,42.19,1398.01,13.98,0.00139800893694,0.000349502234235,3.4950,285,alive,330.03,671.88,341.844826211697
710PIST,710PISTH,7,10,E3,C,PIST,H,30.89,749.42,7.49,0.00074942247534,0.000187355618835,1.8736,242,alive,161.31,305.93,144.612082111119
710PIST,710PISTH,7,10,E4,C,PIST,H,31.78,793.23,7.93,0.00079322918136,0.00019830729534,1.9831,173,alive,172.19,328.66,156.474517624539
710PIST,710PISTH,7,10,E5,C,PIST,H,45.53,1628.12,16.28,0.00162811919886,0.000407029799715,4.0703,245,alive,393.13,814.31,421.184940728371
710PIST,710PISTH,7,10,E6,C,PIST,H,40.8,1307.41,13.07,0.001307408256,0.000326852064,3.2685,160,alive,305.60,617.41,311.812801671183
710PIST,710PISTH,7,10,F2,C,PIST,H,26.3,543.25,5.43,0.000543253326,0.0001358133315,1.3581,221,alive,111.49,203.85,92.3559892637425
710PIST,710PISTH,7,10,F3,C,PIST,H,38.34,1154.50,11.55,0.00115450312824,0.00028862578206,2.8863,238,alive,264.93,527.74,262.803862219967
710PIST,710PISTH,7,10,F4,C,PIST,H,32.69,839.31,8.39,0.00083930679294,0.000209826698235,2.0983,183,alive,183.72,352.93,169.212762390762
710PIST,710PISTH,7,10,F5,C,PIST,H,36.66,1055.54,10.56,0.00105554272824,0.00026388568206,2.6389,262,alive,239.03,471.31,232.282407327131
710PIST,710PISTH,7,10,F6,C,PIST,H,0,0.00,0.00,0,0,0.0000,0,dead,0.00,0.00,0
711ACSA,711ACSAH,7,11,B2,C,ACSA,H,33.41,876.69,8.77,0.00087668554974,0.000219171387435,2.1917,285,alive,219.81,705.63,485.826211198346
711ACSA,711ACSAH,7,11,B3,C,ACSA,H,34.08,912.20,9.12,0.00091220000256,0.00022805000064,2.2805,333,alive,230.13,747.07,516.94240195542
711ACSA,711ACSAH,7,11,B4,C,ACSA,H,20.21,320.79,3.21,0.00032079199614,8.0197999035E-05,0.8020,153,alive,68.74,166.37,97.6257315302109
711ACSA,711ACSAH,7,11,B5,C,ACSA,H,21.16,351.66,3.52,0.00035165939424,8.791484856E-05,0.8791,211,alive,76.44,189.85,113.404677529896
711ACSA,711ACSAH,7,11,B6,C,ACSA,H,30.48,729.66,7.30,0.00072966047616,0.00018241511904,1.8242,258,alive,177.77,542.00,364.229332264471
711ACSA,711ACSAH,7,11,C2,C,ACSA,H,29.54,685.35,6.85,0.00068534915064,0.00017133728766,1.7134,256,alive,165.35,495.33,329.981113371304
711ACSA,711ACSAH,7,11,C3,C,ACSA,H,24.08,455.41,4.55,0.00045541136256,0.00011385284064,1.1385,249,alive,103.08,275.28,172.205283687438
711ACSA,711ACSAH,7,11,C4,C,ACSA,H,23.15,420.91,4.21,0.0004209135315,0.000105228382875,1.0523,102,alive,94.11,245.82,151.712252752527
711ACSA,711ACSAH,7,11,C5,C,ACSA,H,30.8,745.06,7.45,0.000745061856,0.000186265464,1.8627,234,alive,182.12,558.52,376.401397025867
711ACSA,711ACSAH,7,11,C6,C,ACSA,H,22.1,383.60,3.84,0.000383597214,9.58993035E-05,0.9590,218,alive,84.53,215.11,130.586294318657
711ACSA,711ACSAH,7,11,D2,C,ACSA,H,33.34,873.02,8.73,0.00087301576824,0.00021825394206,2.1825,244,alive,218.74,701.39,482.648433852474
711ACSA,711ACSAH,7,11,D3,C,ACSA,H,29.26,672.42,6.72,0.00067241832504,0.00016810458126,1.6810,207,alive,161.75,481.95,320.206829220673
711ACSA,711ACSAH,7,11,D4,C,ACSA,H,21.51,363.39,3.63,0.00036338895054,9.0847237635E-05,0.9085,138,alive,79.40,199.02,119.615865088427
711ACSA,711ACSAH,7,11,D5,C,ACSA,H,28.76,649.63,6.50,0.00064963387104,0.00016240846776,1.6241,226,alive,155.43,458.66,303.231165716413
711ACSA,711ACSAH,7,11,D6,C,ACSA,H,32.13,810.80,8.11,0.00081079740126,0.000202699350315,2.0270,249,alive,200.82,630.68,429.863900929008
711ACSA,711ACSAH,7,11,E2,C,ACSA,H,28.56,640.63,6.41,0.00064063004544,0.00016015751136,1.6016,253,alive,152.94,449.55,296.610705281394
711ACSA,711ACSAH,7,11,E3,C,ACSA,H,27.25,583.21,5.83,0.0005832085875,0.000145802146875,1.4580,224,alive,137.20,392.79,255.589775233406
711ACSA,711ACSAH,7,11,E4,C,ACSA,H,20.18,319.84,3.20,0.00031984032696,7.996008174E-05,0.7996,259,alive,68.51,165.66,97.1525927714554
711ACSA,711ACSAH,7,11,E5,C,ACSA,H,21.3,356.33,3.56,0.000356328126,8.90820315E-05,0.8908,203,alive,77.62,193.48,115.86297909177
711ACSA,711ACSAH,7,11,E6,C,ACSA,H,30.33,722.50,7.22,0.00072249645006,0.000180624112515,1.8062,235,alive,175.75,534.37,358.614174668707
711ACSA,711ACSAH,7,11,F2,C,ACSA,H,26.24,540.78,5.41,0.00054077743104,0.00013519435776,1.3519,239,alive,125.73,352.38,226.654943235805
711ACSA,711ACSAH,7,11,F3,C,ACSA,H,32.1,809.28,8.09,0.000809284014,0.0002023210035,2.0232,219,alive,200.39,628.99,428.606048436066
711ACSA,711ACSAH,7,11,F4,C,ACSA,H,25.53,511.91,5.12,0.00051190871886,0.000127977179715,1.2798,204,alive,118.00,325.67,207.665103761305
711ACSA,711ACSAH,7,11,F5,C,ACSA,H,21.97,379.10,3.79,0.00037909757886,9.4774394715E-05,0.9477,201,alive,83.38,211.50,128.11445405284
711ACSA,711ACSAH,7,11,F6,C,ACSA,H,25.06,493.23,4.93,0.00049323402744,0.00012330850686,1.2331,199,alive,113.04,308.73,195.690403545306
712QURU,712QURUH,7,12,B2,C,QURU,H,20.06,316.05,3.16,0.00031604778744,7.901194686E-05,0.7901,193,alive,74.30,217.61,143.314350002859
712QURU,712QURUH,7,12,B3,C,QURU,H,31.98,803.24,8.03,0.00080324460216,0.00020081115054,2.0081,307,alive,181.45,679.08,497.629937782716
712QURU,712QURUH,7,12,B4,C,QURU,H,23.29,426.02,4.26,0.00042601988814,0.000106504972035,1.0650,217,alive,98.88,313.26,214.373261260494
712QURU,712QURUH,7,12,B5,C,QURU,H,38.75,1179.33,11.79,0.0011793271875,0.000294831796875,2.9483,322,alive,262.07,1084.95,822.880201498058
712QURU,712QURUH,7,12,B6,C,QURU,H,28.87,654.61,6.55,0.00065461275726,0.000163653189315,1.6365,296,alive,149.17,529.06,379.884006381774
712QURU,712QURUH,7,12,C2,C,QURU,H,40.95,1317.04,13.17,0.0013170392235,0.000329259805875,3.2926,306,alive,291.29,1241.45,950.154869150408
712QURU,712QURUH,7,12,C3,C,QURU,H,15.01,176.95,1.77,0.00017695069854,4.4237674635E-05,0.4424,173,alive,42.64,107.24,64.5960536524045
712QURU,712QURUH,7,12,C4,C,QURU,H,34.89,956.08,9.56,0.00095607692334,0.000239019230835,2.3902,267,alive,214.37,839.87,625.497129503138
712QURU,712QURUH,7,12,C5,C,QURU,H,26.44,549.05,5.49,0.00054905240544,0.00013726310136,1.3726,287,alive,126.06,426.90,300.838144982823
712QURU,712QURUH,7,12,C6,C,QURU,H,33.22,866.74,8.67,0.00086674262136,0.00021668565534,2.1669,286,alive,195.16,745.14,549.975551122427
712QURU,712QURUH,7,12,D2,C,QURU,H,12.47,122.13,1.22,0.00012213040686,3.0532601715E-05,0.3053,85,alive,29.90,68.22,38.3143878192568
712QURU,712QURUH,7,12,D3,C,QURU,H,32.09,808.78,8.09,0.00080877986574,0.000202194966435,2.0219,246,alive,182.65,684.80,502.146876926234
712QURU,712QURUH,7,12,D4,C,QURU,H,33.46,879.31,8.79,0.00087931153464,0.00021982788366,2.1983,294,alive,197.87,758.34,560.471437706015
712QURU,712QURUH,7,12,D5,C,QURU,H,14.34,161.51,1.62,0.00016150620024,4.037655006E-05,0.4038,81,alive,39.07,95.93,56.8583524003522
712QURU,712QURUH,7,12,D6,C,QURU,H,19.51,298.95,2.99,0.00029895473454,7.4738683635E-05,0.7474,203,alive,70.45,203.34,132.892949887608
712QURU,712QURUH,7,12,E2,C,QURU,H,21.76,371.89,3.72,0.00037188501504,9.297125376E-05,0.9297,276,alive,86.82,265.39,178.573183205772
712QURU,712QURUH,7,12,E3,C,QURU,H,23.73,442.27,4.42,0.00044226887166,0.000110567217915,1.1057,211,alive,102.49,327.89,225.403617190857
712QURU,712QURUH,7,12,E4,C,QURU,H,21.55,364.74,3.65,0.0003647417235,9.1185430875E-05,0.9119,209,alive,85.22,259.19,173.963906586235
712QURU,712QURUH,7,12,E5,C,QURU,H,27.02,573.41,5.73,0.00057340514616,0.00014335128654,1.4335,250,alive,131.41,450.11,318.703668067649
712QURU,712QURUH,7,12,E6,C,QURU,H,29.42,679.79,6.80,0.00067979228856,0.00016994807214,1.6995,278,alive,154.66,553.99,399.328002253872
712QURU,712QURUH,7,12,F2,C,QURU,H,22.07,382.56,3.83,0.00038255648046,9.5639120115E-05,0.9564,266,alive,89.20,274.71,185.510336134897
712QURU,712QURUH,7,12,F3,C,QURU,H,24.8,483.05,4.83,0.000483052416,0.000120763104,1.2076,200,alive,111.52,365.15,253.629568509726
712QURU,712QURUH,7,12,F4,C,QURU,H,24.45,469.51,4.70,0.0004695140835,0.000117378520875,1.1738,256,alive,108.53,352.70,244.17620146053
712QURU,712QURUH,7,12,F5,C,QURU,H,27.63,599.59,6.00,0.00059958763326,0.000149896908315,1.4990,269,alive,137.15,475.31,338.165334695535
712QURU,712QURUH,7,12,F6,C,QURU,H,21.04,347.68,3.48,0.00034768212864,8.692053216E-05,0.8692,200,alive,81.40,244.47,163.070271099693
713LALA,713LALAH,7,13,B2,C,LALA,H,42.26,1402.65,14.03,0.00140265182904,0.00035066295726,3.5066,493,alive,247.23,877.97,630.741141393336
713LALA,713LALAH,7,13,B3,C,LALA,H,32.48,828.56,8.29,0.00082855804416,0.00020713951104,2.0714,398,alive,139.37,428.92,289.548792550524
713LALA,713LALAH,7,13,B4,C,LALA,H,32.3,819.40,8.19,0.000819399966,0.0002048499915,2.0485,374,alive,137.70,422.48,284.786991438048
713LALA,713LALAH,7,13,B5,C,LALA,H,31.49,778.82,7.79,0.00077881842654,0.000194704606635,1.9470,393,alive,130.29,394.27,263.980461329616
713LALA,713LALAH,7,13,B6,C,LALA,H,32.55,832.13,8.32,0.0008321332635,0.000208033315875,2.0803,412,alive,140.03,431.44,291.414294192108
713LALA,713LALAH,7,13,C2,C,LALA,H,31.65,786.75,7.87,0.0007867528515,0.000196688212875,1.9669,443,alive,131.73,399.74,268.01036432139
713LALA,713LALAH,7,13,C3,C,LALA,H,37.36,1096.24,10.96,0.00109623744384,0.00027405936096,2.7406,450,alive,189.04,627.80,438.757217603523
713LALA,713LALAH,7,13,C4,C,LALA,H,53.41,2240.45,22.40,0.00224045410974,0.000560113527435,5.6011,520,alive,411.67,1660.50,1248.8280287146
713LALA,713LALAH,7,13,C5,C,LALA,H,41.36,1343.54,13.44,0.00134354419584,0.00033588604896,3.3589,495,alive,235.91,828.01,592.104652168522
713LALA,713LALAH,7,13,C6,C,LALA,H,35.23,974.80,9.75,0.00097480148766,0.000243700371915,2.4370,399,alive,166.36,535.10,368.746728952162
713LALA,713LALAH,7,13,D2,C,LALA,H,40.62,1295.90,12.96,0.00129589774776,0.00032397443694,3.2397,448,alive,226.82,788.31,561.49956776613
713LALA,713LALAH,7,13,D3,C,LALA,H,43.46,1483.44,14.83,0.00148344121464,0.00037086030366,3.7086,480,alive,262.78,947.49,684.715977114967
713LALA,713LALAH,7,13,D4,C,LALA,H,40.99,1319.61,13.20,0.00131961345054,0.000329903362635,3.2990,415,alive,231.34,808.01,576.67205490802
713LALA,713LALAH,7,13,D5,C,LALA,H,34.17,917.02,9.17,0.00091702432206,0.000229256080515,2.2926,445,alive,155.65,492.41,336.763508938989
713LALA,713LALAH,7,13,D6,C,LALA,H,36.89,1068.83,10.69,0.00106882894734,0.000267207236835,2.6721,470,alive,183.90,606.53,422.635582779946
713LALA,713LALAH,7,13,E2,C,LALA,H,44.41,1549.00,15.49,0.00154900365774,0.000387250914435,3.8725,513,alive,275.44,1004.92,729.478667312062
713LALA,713LALAH,7,13,E3,C,LALA,H,41.96,1382.81,13.83,0.00138280791264,0.00034570197816,3.4570,463,alive,243.43,861.11,617.68833429148
713LALA,713LALAH,7,13,E4,C,LALA,H,33.83,898.87,8.99,0.00089886587406,0.000224716468515,2.2472,457,alive,152.30,479.19,326.895909689638
713LALA,713LALAH,7,13,E5,C,LALA,H,34.98,961.02,9.61,0.00096101575416,0.00024025393854,2.4025,432,alive,163.80,524.83,361.035559387928
713LALA,713LALAH,7,13,E6,C,LALA,H,22.28,389.87,3.90,0.00038987130336,9.746782584E-05,0.9747,345,alive,61.33,153.77,92.4338679134457
713LALA,713LALAH,7,13,F2,C,LALA,H,42.59,1424.64,14.25,0.00142464342174,0.000356160855435,3.5616,511,alive,251.46,896.76,645.301787536233
713LALA,713LALAH,7,13,F3,C,LALA,H,39.37,1217.37,12.17,0.00121736756526,0.000304341891315,3.0434,490,alive,211.89,724.03,512.139242425521
713LALA,713LALAH,7,13,F4,C,LALA,H,42.19,1398.01,13.98,0.00139800893694,0.000349502234235,3.4950,528,alive,246.34,874.02,627.679840675193
713LALA,713LALAH,7,13,F5,C,LALA,H,30.53,732.06,7.32,0.00073205633886,0.000183014084715,1.8301,404,alive,121.79,362.41,240.615484292347
713LALA,713LALAH,7,13,F6,C,LALA,H,29.69,692.33,6.92,0.00069232703694,0.000173081759235,1.7308,394,alive,114.61,335.91,221.296187984794
717PIGL,717PIGLH,7,17,B2,C,PIGL,H,31.49,778.82,7.79,0.00077881842654,0.000194704606635,1.9470,122,alive,304.97,587.87,282.899062384212
